net,length_um
_06121_,120.28
_24013_,120.28
delay_line\[24\]\[15\],120.23
_01617_,120.195
_16500_,120.16
net1060,120.125
net1082,120.125
_03150_,120.04
delay_line\[20\]\[0\],119.96
_09076_,119.8
_16660_,119.74
_01720_,119.73
net355,119.72
_03198_,119.68
delay_line\[0\]\[3\],119.66
net108,119.62
delay_line\[29\]\[3\],119.54
net426,119.54
_20059_,119.52
_23357_,119.48
_12153_,119.46
_16059_,119.44
_13680_,119.29
net70,119.26
net390,119.185
_20193_,119.13
_19387_,119.12
delay_line\[29\]\[10\],119.12
_09391_,119.08
_24446_,119.06
delay_line\[11\]\[14\],119.06
_23799_,119.025
delay_line\[25\]\[3\],118.93
_02494_,118.8
_10705_,118.8
_19815_,118.78
_06458_,118.74
_17106_,118.72
_14964_,118.7
_16378_,118.62
net1140,118.62
_01909_,118.58
_01106_,118.495
_22891_,118.46
net52,118.42
_23194_,118.38
_15766_,118.24
_20967_,118.235
_05172_,118.23
delay_line\[31\]\[8\],118.2
_19316_,118.1
_21363_,118.04
net142,117.96
_15771_,117.92
_24233_,117.78
_14381_,117.77
net417,117.745
delay_line\[0\]\[12\],117.68
net837,117.605
_05249_,117.52
_20123_,117.475
delay_line\[29\]\[7\],117.44
_13209_,117.315
_10673_,117.26
_00509_,117.25
_13386_,117.24
_13844_,117.16
_25373_,117.12
delay_line\[21\]\[5\],117.12
delay_line\[30\]\[3\],117.06
_09245_,117.02
_07796_,116.98
_12015_,116.94
_14185_,116.84
_22447_,116.8
_22091_,116.755
_10659_,116.68
_00739_,116.66
_09348_,116.58
_25314_,116.575
_23172_,116.56
_14038_,116.54
net726,116.54
delay_line\[14\]\[11\],116.53
_08026_,116.5
_20503_,116.46
_08388_,116.44
_16936_,116.415
net322,116.325
_03338_,116.28
_24105_,116.24
delay_line\[0\]\[8\],116.22
net1126,116.145
delay_line\[19\]\[8\],115.98
_21827_,115.9
_09022_,115.86
_21517_,115.7
_03080_,115.68
_12824_,115.68
net293,115.62
_04945_,115.56
_13562_,115.52
_23801_,115.41
_00319_,115.36
_17496_,115.25
_06387_,115.24
net311,115.19
_16501_,115.16
_18162_,115.16
delay_line\[16\]\[5\],114.835
_07040_,114.79
_18445_,114.74
_16109_,114.7
_19062_,114.68
_00296_,114.64
_16220_,114.6
_02498_,114.52
_03447_,114.41
_24922_,114.4
_19051_,114.38
_17311_,114.36
_23953_,114.36
_22848_,114.26
_15357_,114.23
_03161_,114.22
net653,114.205
_05000_,114.18
_00037_,114.085
_00712_,114
_13925_,114
_01776_,113.94
_04172_,113.84
_23604_,113.82
_06280_,113.8
delay_line\[38\]\[11\],113.8
_14935_,113.74
_19384_,113.74
_21258_,113.73
_16023_,113.65
_23884_,113.54
delay_line\[31\]\[4\],113.54
_16996_,113.52
_03565_,113.495
_01251_,113.4
delay_line\[20\]\[6\],113.285
_02845_,113.22
_00195_,113.2
_03067_,113.16
net392,113.125
_04338_,112.98
_08191_,112.98
delay_line\[19\]\[6\],112.94
_06883_,112.9
net443,112.9
_04473_,112.82
_14229_,112.76
net93,112.74
_03312_,112.64
_15634_,112.58
_16057_,112.56
_24278_,112.52
_24875_,112.4
_25238_,112.3
delay_line\[19\]\[12\],112.24
net1093,112.2
_05905_,112.18
_01963_,112.09
_18336_,111.98
_16167_,111.94
_22308_,111.9
net343,111.9
_03183_,111.81
_16282_,111.78
delay_line\[25\]\[2\],111.72
_24239_,111.62
_07558_,111.605
_05161_,111.59
_01938_,111.54
_07870_,111.48
_23663_,111.42
_20815_,111.38
_19158_,111.12
delay_line\[38\]\[15\],111.1
net637,111.04
delay_line\[20\]\[2\],111.02
delay_line\[28\]\[10\],111.015
_16270_,111.01
_08928_,110.94
_16168_,110.91
_01741_,110.9
_22453_,110.78
delay_line\[13\]\[1\],110.68
_20666_,110.64
delay_line\[25\]\[4\],110.6
_04673_,110.51
_24141_,110.48
_02223_,110.46
_17568_,110.44
_24196_,110.44
_21676_,110.425
_07486_,110.36
_01533_,110.3
_13480_,110.19
net631,110.185
_15569_,110.12
_12162_,110.08
net835,110.005
delay_line\[27\]\[9\],109.98
_14931_,109.8
_25084_,109.76
_18667_,109.72
delay_line\[31\]\[9\],109.66
_22749_,109.65
delay_line\[13\]\[0\],109.64
_13514_,109.635
_15984_,109.56
_01457_,109.55
_16155_,109.45
_23141_,109.36
delay_line\[28\]\[14\],109.36
_02966_,109.3
_19006_,109.22
_01886_,109.18
_22280_,109.12
_09556_,109.04
_20630_,108.96
_22908_,108.88
_04828_,108.82
_25275_,108.8
_07119_,108.76
_00292_,108.75
_16627_,108.7
_19395_,108.7
_20339_,108.65
delay_line\[16\]\[8\],108.62
net956,108.505
_07109_,108.5
_08592_,108.5
_00324_,108.255
_20450_,108.19
net947,108.165
_02089_,108.1
_23155_,108.02
net648,107.905
_00393_,107.86
_06324_,107.86
_07312_,107.86
_21257_,107.82
_24366_,107.82
_04055_,107.81
delay_line\[31\]\[7\],107.74
_10047_,107.7
_18633_,107.62
_19435_,107.6
_06987_,107.56
_10973_,107.5
_00099_,107.49
_01266_,107.42
_08741_,107.4
_16154_,107.3
delay_line\[16\]\[10\],107.3
net1064,107.285
_19108_,107.28
_24135_,107.18
_22963_,107.11
_21906_,107
_10128_,106.94
net881,106.905
_22069_,106.88
_03573_,106.8
_20435_,106.72
_00995_,106.66
_12570_,106.64
_01494_,106.54
_05477_,106.54
_19232_,106.5
_21628_,106.46
_22782_,106.44
_24268_,106.41
_07878_,106.36
_22101_,106.36
_07425_,106.28
_22100_,106.26
_01997_,106.22
_22944_,106.22
net296,106.165
_22110_,106.06
_25375_,106.04
_15169_,106
_08525_,105.94
_18335_,105.93
_24447_,105.72
_00390_,105.66
_18660_,105.65
_24129_,105.6
_18499_,105.585
_04327_,105.56
_16667_,105.54
_10936_,105.5
_14857_,105.5
_19124_,105.48
_07600_,105.46
_05001_,105.43
_19851_,105.24
_01205_,105.22
delay_line\[28\]\[1\],105.18
_04225_,105.14
_18282_,104.98
_21718_,104.96
_19994_,104.9
_22005_,104.84
_14983_,104.795
_23647_,104.7
_14120_,104.54
delay_line\[12\]\[9\],104.52
_17910_,104.5
_02731_,104.46
_11053_,104.42
net310,104.4
net418,104.38
_07668_,104.32
_10274_,104.26
_22794_,104.16
_06322_,104.12
_21388_,104.12
_12141_,104.1
_10552_,104.03
_23593_,104.03
_00297_,104
delay_line\[24\]\[0\],103.88
net109,103.84
net782,103.765
_18172_,103.76
_05304_,103.735
_06432_,103.7
_20542_,103.69
delay_line\[9\]\[0\],103.6
_19204_,103.51
_06335_,103.5
_00601_,103.46
_09398_,103.36
_25315_,103.34
delay_line\[24\]\[6\],103.275
_18408_,103.24
net666,103.24
_04865_,103.225
_23542_,103.08
_19519_,103.07
_14246_,103.06
delay_line\[4\]\[5\],103.06
_18368_,102.99
_09316_,102.97
delay_line\[15\]\[8\],102.895
_09075_,102.88
_03380_,102.86
_03603_,102.68
_22088_,102.52
_19854_,102.46
_22079_,102.42
_25043_,102.38
_02968_,102.34
_07421_,102.32
_06984_,102.3
delay_line\[25\]\[11\],102.28
_10945_,102.27
_02000_,102.22
_15607_,102.22
_01049_,102.18
_22287_,102.18
_01051_,102.1
_10045_,102
delay_line\[28\]\[6\],101.96
_04843_,101.9
_16716_,101.9
_06985_,101.86
_16043_,101.76
_09250_,101.66
_23070_,101.62
delay_line\[25\]\[12\],101.58
_25372_,101.56
_00409_,101.5
_19175_,101.5
_17100_,101.48
_10496_,101.46
_25040_,101.44
_25253_,101.4
_00298_,101.36
_07013_,101.34
_15155_,101.34
_22707_,101.28
_24252_,101.22
delay_line\[10\]\[0\],101.18
_10467_,101.12
_01731_,101.08
_15654_,101.04
delay_line\[11\]\[1\],101.04
_13105_,101.02
_19391_,101.02
_25251_,101.02
_01160_,101
_12147_,100.96
_10939_,100.94
_06812_,100.92
_18174_,100.89
_01573_,100.8
_25098_,100.78
net1109,100.745
_08158_,100.705
_02106_,100.7
_12782_,100.7
_00560_,100.68
_06091_,100.64
_23364_,100.64
_18813_,100.6
_08028_,100.58
net1007,100.485
_14768_,100.48
_14724_,100.46
_22783_,100.46
_19968_,100.42
_19127_,100.38
_21685_,100.38
_04800_,100.36
_09153_,100.32
_16579_,100.28
_22760_,100.28
_07703_,100.18
_14041_,100.12
_12383_,100.04
delay_line\[10\]\[6\],100.04
delay_line\[16\]\[7\],100
_06384_,99.96
_02502_,99.86
_22454_,99.84
_01784_,99.79
_17030_,99.74
_15595_,99.72
_18906_,99.7
_00963_,99.52
_21408_,99.52
_02712_,99.5
_24726_,99.44
_16884_,99.375
_24133_,99.34
net424,99.34
net437,99.24
_17029_,99.22
delay_line\[16\]\[15\],99.16
_16178_,99.14
_19106_,99.12
_15696_,99.08
net1148,98.985
_10628_,98.84
_23672_,98.74
_16985_,98.72
_00915_,98.7
_04677_,98.7
net2,98.665
_07217_,98.62
net632,98.525
_17236_,98.52
_03033_,98.5
_00075_,98.46
_10598_,98.4
_03347_,98.38
_06200_,98.34
_07632_,98.34
_23040_,98.32
_03220_,98.315
_22706_,98.3
_20741_,98.27
_11919_,98.26
_14273_,98.195
_23865_,98.18
_07759_,98.1
_19451_,98.1
_16158_,98.08
_14598_,98.06
delay_line\[30\]\[10\],98.04
_00125_,98
_22397_,97.99
delay_line\[5\]\[2\],97.96
_03620_,97.92
_06225_,97.91
_20091_,97.88
_18812_,97.86
net1128,97.825
_11767_,97.78
net295,97.78
_01028_,97.74
_19956_,97.72
_20185_,97.72
_11965_,97.695
_06120_,97.66
delay_line\[29\]\[1\],97.6
_20512_,97.52
_20052_,97.455
_10181_,97.44
net830,97.345
_16385_,97.33
_07691_,97.32
net366,97.305
net649,97.305
_18350_,97.27
_22713_,97.26
delay_line\[16\]\[9\],97.26
net7,97.185
_24251_,97.14
_02836_,97.1
_01939_,97.06
delay_line\[11\]\[10\],97.04
_04623_,96.96
_11669_,96.96
_18659_,96.94
_15875_,96.86
_22946_,96.78
delay_line\[15\]\[5\],96.78
_17256_,96.72
net1139,96.72
_17314_,96.7
_24078_,96.7
_07164_,96.68
_14918_,96.66
_01267_,96.64
_01815_,96.64
_15989_,96.62
_18316_,96.58
_20574_,96.58
_04097_,96.56
_23213_,96.56
net289,96.34
_20587_,96.28
_22074_,96.28
_03623_,96.26
_04047_,96.26
_09148_,96.19
_19800_,96.14
_06957_,96.1
_24016_,96.1
_10502_,96.08
_19400_,96.07
net314,96.065
_23173_,95.94
_04874_,95.88
_09686_,95.86
net708,95.805
net1122,95.765
_00127_,95.72
_06706_,95.62
_20464_,95.575
_15774_,95.54
_04043_,95.52
delay_line\[9\]\[9\],95.515
_04971_,95.48
_05105_,95.44
_24058_,95.44
_24138_,95.44
net411,95.43
clknet_leaf_171_clk,95.43
_04856_,95.415
_24383_,95.4
_00749_,95.395
_04214_,95.38
net454,95.345
_04179_,95.34
_22871_,95.34
_09434_,95.32
net385,95.29
_22172_,95.28
_01841_,95.24
_15721_,95.18
_07675_,95.14
_22931_,95.14
_12224_,95.12
_18729_,95.1
_19457_,95.1
_19811_,95.1
_06028_,95.04
_07863_,95.02
_04587_,94.94
_06964_,94.94
_07638_,94.82
delay_line\[24\]\[3\],94.79
_19264_,94.59
_09154_,94.57
_21228_,94.52
_04980_,94.51
_02027_,94.48
_18388_,94.48
_24282_,94.44
delay_line\[30\]\[5\],94.43
_11031_,94.4
_25428_,94.4
_15960_,94.37
delay_line\[25\]\[10\],94.36
_11930_,94.32
_20671_,94.32
_17074_,94.28
_02954_,94.22
_11310_,94.215
_07763_,94.2
_10527_,94.2
_06480_,94.195
_18352_,94.175
_03769_,94.14
_16156_,94.14
_07665_,94.12
_22143_,94.12
_13009_,94.08
_16568_,94.04
_14966_,94.02
_22135_,94
net342,93.925
_15646_,93.92
_06470_,93.9
_09305_,93.84
_14334_,93.815
_20876_,93.78
_25374_,93.72
_10954_,93.71
_02032_,93.62
_23645_,93.6
_15396_,93.54
_04978_,93.52
net238,93.52
_22780_,93.5
delay_line\[19\]\[1\],93.5
_04287_,93.42
_06777_,93.42
_04844_,93.4
_21384_,93.4
_09995_,93.38
net328,93.345
net914,93.345
_19271_,93.34
_16718_,93.32
_20195_,93.32
_14757_,93.28
_23829_,93.28
delay_line\[34\]\[6\],93.22
_15414_,93.14
_05646_,93.12
_11064_,93.12
_19467_,93.12
_00076_,93.1
_24250_,93.085
net51,93.08
_03400_,93.06
_14864_,93.06
_18858_,93.06
delay_line\[31\]\[14\],93.06
_23073_,93.005
_23643_,92.96
_10965_,92.92
_21362_,92.91
_22591_,92.9
_13263_,92.88
_19245_,92.82
net294,92.735
delay_line\[30\]\[6\],92.7
delay_line\[7\]\[1\],92.7
_23569_,92.64
net386,92.64
_08447_,92.52
_02164_,92.5
_12003_,92.47
_22323_,92.46
_08046_,92.45
_01115_,92.435
_22925_,92.41
_09526_,92.38
delay_line\[15\]\[6\],92.38
_23054_,92.365
_12163_,92.36
_04883_,92.34
_22640_,92.34
_12994_,92.315
_15697_,92.25
_04646_,92.24
_07427_,92.24
delay_line\[28\]\[8\],92.21
_03847_,92.2
_15988_,92.16
_01757_,92.14
_00400_,92.06
_03307_,92.03
_21251_,92.02
_10849_,92
_07867_,91.94
net969,91.905
_21683_,91.86
_01290_,91.84
_15565_,91.78
_07767_,91.72
_24286_,91.715
net44,91.7
_09378_,91.685
net408,91.645
_23962_,91.64
_03139_,91.62
_24988_,91.56
_18532_,91.54
delay_line\[13\]\[7\],91.52
net325,91.515
_23595_,91.5
_21426_,91.46
delay_line\[16\]\[0\],91.44
_02909_,91.42
_03640_,91.4
_02187_,91.38
_04344_,91.38
_07698_,91.32
_18429_,91.3
clknet_leaf_111_clk,91.3
_23657_,91.29
_16633_,91.26
_05280_,91.22
_00715_,91.18
_06799_,91.16
_10804_,91.14
_02898_,91.04
_08974_,91
net1127,91
_17368_,90.94
_05237_,90.9
_17895_,90.86
delay_line\[11\]\[15\],90.835
_10557_,90.78
_23158_,90.775
_05095_,90.76
net840,90.745
_09543_,90.72
_22730_,90.66
net899,90.625
_04711_,90.54
_18433_,90.52
_03412_,90.48
_20202_,90.4
_23768_,90.38
_10648_,90.365
_13112_,90.3
_21235_,90.275
_24740_,90.26
_24994_,90.24
_15478_,90.23
_05982_,90.2
_16865_,90.16
_04399_,90.04
_17709_,90.02
_16032_,89.94
_18936_,89.895
_05138_,89.7
_11803_,89.7
_04478_,89.66
_16010_,89.64
_08885_,89.61
_02110_,89.6
_12013_,89.585
_13881_,89.58
_08998_,89.56
_08978_,89.54
_04099_,89.52
_20947_,89.5
_08123_,89.48
_12149_,89.48
_10005_,89.465
_11652_,89.35
delay_line\[9\]\[14\],89.34
_04430_,89.32
_04808_,89.32
_07351_,89.26
_12895_,89.26
_13919_,89.26
_22761_,89.26
_16206_,89.24
delay_line\[25\]\[5\],89.24
_10932_,89.22
net290,89.18
_23862_,89.14
_25392_,89.025
net1113,89.025
_12998_,89
delay_line\[8\]\[10\],88.96
_10931_,88.92
_05183_,88.9
net651,88.885
_20811_,88.74
_17430_,88.7
_24683_,88.7
delay_line\[32\]\[14\],88.7
_15719_,88.66
_20467_,88.66
_23014_,88.66
delay_line\[6\]\[8\],88.64
_03488_,88.54
_06374_,88.54
_15823_,88.5
_06364_,88.48
_25431_,88.4
_13032_,88.355
_13471_,88.32
_05606_,88.3
delay_line\[20\]\[3\],88.28
_21382_,88.24
delay_line\[10\]\[7\],88.24
_02865_,88.22
_16610_,88.22
_00253_,88.2
_25168_,88.2
_09061_,88.18
delay_line\[39\]\[5\],88.17
_05860_,88.14
delay_line\[16\]\[1\],88.12
_02599_,88.1
_19416_,88.08
_24724_,88.06
_03605_,88.04
_00290_,87.96
_00828_,87.96
_03885_,87.96
_05235_,87.94
_06040_,87.94
_06323_,87.92
_16018_,87.9
_03502_,87.88
net1031,87.865
_22876_,87.84
delay_line\[20\]\[5\],87.82
_16655_,87.81
net1044,87.805
_13021_,87.8
_20397_,87.72
_01742_,87.7
_06039_,87.7
_17486_,87.66
_01324_,87.64
_21497_,87.62
delay_line\[24\]\[10\],87.62
_02063_,87.6
_12825_,87.6
_19885_,87.6
_07711_,87.54
_20580_,87.54
_00514_,87.48
_23212_,87.48
delay_line\[14\]\[14\],87.48
_01633_,87.46
_08456_,87.46
_03399_,87.42
clknet_leaf_179_clk,87.4
_04796_,87.36
_14984_,87.34
delay_line\[27\]\[12\],87.32
_03619_,87.3
_16810_,87.3
_19512_,87.3
_07333_,87.28
_24074_,87.28
_05211_,87.26
clknet_leaf_136_clk,87.235
_05444_,87.22
_02482_,87.18
_22992_,87.16
_25224_,87.14
_18170_,87.13
_17520_,87.02
net439,87
_03590_,86.995
_00059_,86.98
delay_line\[25\]\[8\],86.975
_24337_,86.935
_10888_,86.92
_24263_,86.92
_23503_,86.84
_24669_,86.78
_18811_,86.75
_14257_,86.74
_24949_,86.74
_07381_,86.73
_04054_,86.66
_11416_,86.64
_20307_,86.64
clknet_leaf_92_clk,86.64
_08140_,86.62
_24336_,86.58
_09379_,86.525
_17680_,86.5
delay_line\[19\]\[11\],86.5
_03162_,86.46
_18650_,86.46
_05030_,86.44
_24140_,86.42
_09243_,86.4
_24003_,86.4
delay_line\[19\]\[2\],86.4
_20946_,86.36
_01424_,86.34
net297,86.305
_22726_,86.3
_04896_,86.29
_23660_,86.27
delay_line\[5\]\[13\],86.26
_14042_,86.245
_03587_,86.22
_15156_,86.22
_25242_,86.22
_16874_,86.08
_17950_,86.04
net789,86.005
_02532_,85.96
delay_line\[29\]\[12\],85.96
_19081_,85.94
_03309_,85.9
_07722_,85.86
delay_line\[3\]\[2\],85.86
net4,85.805
_11266_,85.78
delay_line\[28\]\[15\],85.78
_08237_,85.76
delay_line\[33\]\[9\],85.74
delay_line\[34\]\[8\],85.73
_18549_,85.68
_17266_,85.66
_12882_,85.62
delay_line\[10\]\[12\],85.62
net324,85.62
_22623_,85.56
delay_line\[30\]\[4\],85.56
net816,85.54
_19095_,85.505
_13846_,85.5
clknet_leaf_127_clk,85.5
_00914_,85.48
_13069_,85.48
_23601_,85.46
_07903_,85.38
_16245_,85.36
_06363_,85.34
_14572_,85.34
_21353_,85.32
delay_line\[24\]\[4\],85.32
_01493_,85.28
net679,85.28
_01422_,85.255
_16795_,85.22
_25044_,85.2
net455,85.2
_13813_,85.16
delay_line\[25\]\[1\],85.16
net394,85.16
_02322_,85.12
_01572_,85.1
_03334_,85.08
_11537_,85.05
_12764_,85.04
_02267_,85.02
_17238_,85.02
_03909_,84.92
_25437_,84.9
delay_line\[38\]\[1\],84.865
net60,84.86
net146,84.8
_12144_,84.77
_20484_,84.74
delay_line\[37\]\[0\],84.72
_17303_,84.69
_03678_,84.68
delay_line\[25\]\[9\],84.68
_05152_,84.66
_18081_,84.63
_02666_,84.6
_25026_,84.6
_08695_,84.57
_04477_,84.56
_18348_,84.53
_00207_,84.52
_10545_,84.5
_21423_,84.5
net1098,84.465
_18407_,84.46
net58,84.46
_17458_,84.44
_18055_,84.26
_05697_,84.24
_24665_,84.24
net1077,84.185
_18379_,84.17
_17387_,84.16
_04294_,84.12
_20064_,84.12
clknet_leaf_59_clk,84.1
_04382_,84.08
delay_line\[19\]\[10\],84.08
_08798_,84.06
_17097_,84.06
delay_line\[15\]\[11\],84.04
_03574_,84.02
_21620_,84.02
_00671_,83.94
_15572_,83.9
_19323_,83.9
_20522_,83.9
_08967_,83.88
delay_line\[24\]\[9\],83.8
_00551_,83.74
delay_line\[34\]\[0\],83.74
net88,83.72
delay_line\[5\]\[3\],83.68
_05529_,83.64
_17824_,83.6
clknet_leaf_61_clk,83.58
_23269_,83.56
delay_line\[19\]\[15\],83.56
_15653_,83.54
_22696_,83.54
_03360_,83.52
_16653_,83.51
net910,83.505
_16188_,83.48
_17547_,83.48
_21454_,83.48
_02033_,83.46
_20959_,83.46
_13036_,83.38
_23238_,83.33
_11596_,83.3
_19088_,83.26
_01912_,83.24
_09521_,83.24
_16712_,83.24
net393,83.225
_00060_,83.22
_10032_,83.2
_09203_,83.14
_21930_,83.14
_01328_,83.12
_02101_,83.11
net650,83.105
_09227_,83.1
delay_line\[37\]\[12\],83.1
net339,83.1
net430,83.085
clknet_leaf_186_clk,83.04
_05948_,82.96
delay_line\[11\]\[3\],82.95
_03663_,82.94
_16031_,82.88
delay_line\[28\]\[9\],82.88
delay_line\[33\]\[11\],82.84
_13559_,82.78
delay_line\[12\]\[5\],82.78
_01953_,82.76
_18619_,82.76
_25260_,82.74
_11610_,82.72
delay_line\[28\]\[7\],82.72
delay_line\[37\]\[11\],82.68
_05091_,82.62
_25203_,82.58
_13180_,82.56
_17918_,82.38
_04288_,82.34
_10429_,82.32
_05582_,82.3
_01861_,82.285
_14823_,82.27
_14167_,82.24
clknet_leaf_131_clk,82.22
_18854_,82.02
net673,82.005
_20012_,82
clknet_leaf_193_clk,82
_04695_,81.92
_00971_,81.88
delay_line\[2\]\[8\],81.88
_02848_,81.86
_15184_,81.86
_21958_,81.86
_24254_,81.84
_12956_,81.75
_10264_,81.74
_17536_,81.74
_05139_,81.72
_19452_,81.68
_11559_,81.62
_24424_,81.62
_16796_,81.54
_23207_,81.41
_04144_,81.4
_02805_,81.38
_14607_,81.38
clknet_leaf_54_clk,81.38
_02336_,81.36
net320,81.345
_08052_,81.26
net298,81.26
_12481_,81.24
_09996_,81.17
_00764_,81.13
_13449_,81.12
_03449_,81.105
net1080,81.105
_03128_,81.1
_15797_,81.1
_15127_,81.08
_04013_,81.02
_00668_,81
net705,80.965
_02445_,80.95
_01885_,80.94
_12127_,80.92
_18376_,80.87
_05216_,80.81
_18713_,80.78
_00785_,80.72
_05931_,80.72
_17296_,80.7
delay_line\[24\]\[8\],80.68
_13073_,80.65
net944,80.645
_08712_,80.63
_21680_,80.62
_22875_,80.6
_02638_,80.58
_08132_,80.5
_14605_,80.5
_15987_,80.5
delay_line\[26\]\[5\],80.5
delay_line\[10\]\[3\],80.48
_00130_,80.46
_01692_,80.44
_09217_,80.42
_00038_,80.385
_13661_,80.32
_22825_,80.32
_10106_,80.28
_24009_,80.28
_14647_,80.26
_11752_,80.24
_22827_,80.22
_09278_,80.16
_12925_,80.16
delay_line\[24\]\[2\],80.16
_09481_,80.14
_02582_,80.09
_20261_,80.08
_07488_,80.02
_21418_,80
_22884_,80
_16338_,79.98
_13834_,79.96
_04471_,79.94
_23969_,79.94
_15998_,79.92
_04611_,79.9
_24661_,79.9
net1,79.845
_03774_,79.84
net3,79.825
_13290_,79.8
net1075,79.765
_23389_,79.76
_04694_,79.74
delay_line\[30\]\[7\],79.74
delay_line\[38\]\[0\],79.74
delay_line\[37\]\[13\],79.68
_23828_,79.62
delay_line\[26\]\[8\],79.62
delay_line\[10\]\[1\],79.61
_18099_,79.6
_10369_,79.59
_01869_,79.58
_20428_,79.57
_23826_,79.54
_25415_,79.54
delay_line\[30\]\[8\],79.54
_08778_,79.52
_14627_,79.48
net313,79.475
clknet_leaf_9_clk,79.44
delay_line\[19\]\[9\],79.42
_01420_,79.36
_22962_,79.36
delay_line\[27\]\[2\],79.36
net340,79.32
_24110_,79.3
_13096_,79.28
_17823_,79.28
_01719_,79.2
_24285_,79.18
_09064_,79.16
delay_line\[34\]\[10\],79.16
_02664_,79.08
_11968_,79.08
_19301_,79.08
_18434_,79.07
_08127_,79.04
_15946_,79
_24808_,79
_02838_,78.94
delay_line\[11\]\[9\],78.92
net368,78.92
_18814_,78.91
_21264_,78.885
_07456_,78.86
net1057,78.82
_25256_,78.78
_20346_,78.76
_14985_,78.74
delay_line\[9\]\[15\],78.665
_04885_,78.66
_02595_,78.64
_12453_,78.61
_18727_,78.6
_03913_,78.58
_18780_,78.58
delay_line\[29\]\[13\],78.58
_16437_,78.54
_22239_,78.54
net748,78.485
net964,78.445
_14590_,78.44
_09125_,78.42
_23370_,78.4
_24301_,78.4
_19304_,78.38
_23337_,78.38
net975,78.345
_09633_,78.34
_24635_,78.34
_16222_,78.32
_04409_,78.3
_15843_,78.27
net995,78.265
_00932_,78.24
delay_line\[26\]\[6\],78.2
_20889_,78.04
delay_line\[13\]\[4\],78.02
_01569_,78
_03575_,77.99
_08523_,77.96
_11753_,77.96
delay_line\[24\]\[11\],77.86
_22959_,77.84
_11998_,77.82
_08956_,77.8
_23260_,77.74
_21365_,77.72
_06593_,77.7
_09277_,77.7
_10947_,77.69
_24660_,77.68
_08131_,77.62
_13024_,77.62
_19576_,77.61
_04472_,77.56
_18576_,77.56
clknet_leaf_7_clk,77.56
_01031_,77.54
clknet_leaf_8_clk,77.52
_01906_,77.48
_19244_,77.48
_22813_,77.47
_06585_,77.46
_16910_,77.44
_08004_,77.42
_04884_,77.4
_16710_,77.38
_07393_,77.37
_06151_,77.36
_15821_,77.34
delay_line\[15\]\[15\],77.29
delay_line\[19\]\[0\],77.28
_20892_,77.24
clknet_leaf_144_clk,77.24
net414,77.22
_16145_,77.2
_16590_,77.18
_22139_,77.17
_22460_,77.12
_08163_,77.11
_00592_,77.1
_04700_,77.1
_05568_,77.1
_22394_,77.09
_25412_,77.06
_01452_,77.04
_07283_,77.04
_07479_,77.02
net721,77.005
net1149,77.005
_18536_,76.98
net690,76.965
_22638_,76.96
_02883_,76.92
_07084_,76.9
_08594_,76.9
_24247_,76.88
_10817_,76.84
_07080_,76.83
_19812_,76.82
_24306_,76.82
_13101_,76.78
_07913_,76.74
delay_line\[23\]\[1\],76.74
_12454_,76.7
_09338_,76.675
delay_line\[34\]\[3\],76.66
_18749_,76.62
_06583_,76.6
_24365_,76.6
_20563_,76.58
_14682_,76.56
_19951_,76.54
_11809_,76.48
clknet_leaf_68_clk,76.46
_23879_,76.42
_01075_,76.4
_20597_,76.4
_23691_,76.4
delay_line\[18\]\[13\],76.4
delay_line\[15\]\[1\],76.36
net288,76.345
_25308_,76.34
_05342_,76.32
_17658_,76.3
net136,76.3
_10796_,76.28
_23178_,76.24
net930,76.235
_21459_,76.2
net1053,76.185
_03440_,76.18
_03454_,76.18
_07786_,76.18
_16279_,76.18
_24523_,76.16
_25411_,76.16
_12182_,76.12
_19319_,76.12
_09901_,76.11
net946,76.08
_19814_,76.07
clknet_leaf_134_clk,76.06
_15775_,76.04
_02256_,76.02
_06925_,75.955
_25368_,75.94
_07338_,75.9
_15965_,75.86
_02581_,75.8
_18383_,75.78
_00789_,75.76
_21518_,75.76
_24127_,75.74
_05961_,75.73
_10229_,75.73
_14030_,75.68
_01948_,75.66
_06598_,75.66
_04058_,75.62
_20099_,75.62
_09413_,75.6
_12613_,75.6
_18819_,75.58
_23814_,75.58
net416,75.575
net866,75.565
_16322_,75.56
_18413_,75.54
_24737_,75.54
_05405_,75.515
delay_line\[30\]\[9\],75.5
_19402_,75.46
delay_line\[39\]\[12\],75.455
net1085,75.445
_09261_,75.4
delay_line\[16\]\[6\],75.38
_13060_,75.365
_25290_,75.34
_11653_,75.3
_19697_,75.3
_22580_,75.3
